+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                          ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; mm_interconnect_0|fifo_sink_3_out_translator                                                                                                                   ; 101   ; 5              ; 17           ; 5              ; 36     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_source_3_in_csr_translator                                                                                                              ; 101   ; 6              ; 15           ; 6              ; 71     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_sink_3_in_csr_translator                                                                                                                ; 101   ; 6              ; 15           ; 6              ; 71     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_source_3_in_translator                                                                                                                  ; 101   ; 37             ; 17           ; 37             ; 68     ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_3_debug_mem_slave_translator                                                                                                           ; 101   ; 5              ; 9            ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|data_mem_0_s1_translator                                                                                                                     ; 101   ; 7              ; 5            ; 7              ; 86     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_sink_0_out_translator                                                                                                                   ; 101   ; 5              ; 17           ; 5              ; 36     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_source_0_in_csr_translator                                                                                                              ; 101   ; 6              ; 15           ; 6              ; 71     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_sink_0_in_csr_translator                                                                                                                ; 101   ; 6              ; 15           ; 6              ; 71     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|fifo_source_0_in_translator                                                                                                                  ; 101   ; 37             ; 17           ; 37             ; 68     ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_0_debug_mem_slave_translator                                                                                                           ; 101   ; 5              ; 9            ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                                                                     ; 101   ; 5              ; 20           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_0_instruction_master_translator                                                                                                        ; 101   ; 52             ; 0            ; 52             ; 94     ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_1_instruction_master_translator                                                                                                        ; 102   ; 51             ; 0            ; 51             ; 94     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_2_instruction_master_translator                                                                                                        ; 102   ; 51             ; 0            ; 51             ; 94     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_3_instruction_master_translator                                                                                                        ; 101   ; 52             ; 0            ; 52             ; 94     ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_3_data_master_translator                                                                                                               ; 101   ; 13             ; 0            ; 13             ; 94     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_2_data_master_translator                                                                                                               ; 102   ; 12             ; 0            ; 12             ; 94     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_1_data_master_translator                                                                                                               ; 102   ; 12             ; 0            ; 12             ; 94     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0|nios2_0_data_master_translator                                                                                                               ; 101   ; 13             ; 0            ; 13             ; 94     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mm_interconnect_0                                                                                                                                              ; 987   ; 0              ; 0            ; 0              ; 1140   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_debug_slave_wrapper|the_qsys_system_nios2_3_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_debug_slave_wrapper|the_qsys_system_nios2_3_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_debug_slave_wrapper                                                              ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_ocimem|qsys_system_nios2_3_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_ocimem|qsys_system_nios2_3_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_ocimem                                                                     ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_avalon_reg                                                                 ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_im                                                                     ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_pib                                                                    ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_fifo|the_qsys_system_nios2_3_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_fifo|the_qsys_system_nios2_3_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_fifo|the_qsys_system_nios2_3_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_fifo                                                                   ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_dtrace|qsys_system_nios2_3_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_dtrace                                                                 ; 102   ; 0              ; 91           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_itrace                                                                 ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_dbrk                                                                   ; 87    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_xbrk                                                                   ; 53    ; 5              ; 50           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_break                                                                  ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci|the_qsys_system_nios2_3_cpu_nios2_oci_debug                                                                  ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_nios2_oci                                                                                                              ; 154   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|qsys_system_nios2_3_cpu_register_bank_b|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|qsys_system_nios2_3_cpu_register_bank_b                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|qsys_system_nios2_3_cpu_register_bank_a|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|qsys_system_nios2_3_cpu_register_bank_a                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu|the_qsys_system_nios2_3_cpu_test_bench                                                                                                             ; 285   ; 3              ; 251          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3|cpu                                                                                                                                                    ; 149   ; 1              ; 29           ; 1              ; 109    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_3                                                                                                                                                        ; 149   ; 0              ; 0            ; 0              ; 108    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_debug_slave_wrapper|the_qsys_system_nios2_2_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_debug_slave_wrapper|the_qsys_system_nios2_2_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_debug_slave_wrapper                                                              ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_ocimem|qsys_system_nios2_2_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_ocimem|qsys_system_nios2_2_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_ocimem                                                                     ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_avalon_reg                                                                 ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_im                                                                     ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_pib                                                                    ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_fifo|the_qsys_system_nios2_2_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_fifo|the_qsys_system_nios2_2_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_fifo|the_qsys_system_nios2_2_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_fifo                                                                   ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_dtrace|qsys_system_nios2_2_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_dtrace                                                                 ; 103   ; 0              ; 92           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_itrace                                                                 ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_dbrk                                                                   ; 88    ; 0              ; 0            ; 0              ; 92     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_xbrk                                                                   ; 54    ; 5              ; 51           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_break                                                                  ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci|the_qsys_system_nios2_2_cpu_nios2_oci_debug                                                                  ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_nios2_oci                                                                                                              ; 156   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|qsys_system_nios2_2_cpu_register_bank_b|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|qsys_system_nios2_2_cpu_register_bank_b                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|qsys_system_nios2_2_cpu_register_bank_a|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|qsys_system_nios2_2_cpu_register_bank_a                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu|the_qsys_system_nios2_2_cpu_test_bench                                                                                                             ; 288   ; 3              ; 254          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2|cpu                                                                                                                                                    ; 149   ; 1              ; 29           ; 1              ; 111    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_2                                                                                                                                                        ; 149   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_debug_slave_wrapper|the_qsys_system_nios2_1_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_debug_slave_wrapper|the_qsys_system_nios2_1_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_debug_slave_wrapper                                                              ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_ocimem|qsys_system_nios2_1_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_ocimem|qsys_system_nios2_1_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_ocimem                                                                     ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_avalon_reg                                                                 ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_im                                                                     ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_pib                                                                    ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_fifo|the_qsys_system_nios2_1_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_fifo|the_qsys_system_nios2_1_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_fifo|the_qsys_system_nios2_1_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_fifo                                                                   ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_dtrace|qsys_system_nios2_1_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_dtrace                                                                 ; 103   ; 0              ; 92           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_itrace                                                                 ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_dbrk                                                                   ; 88    ; 0              ; 0            ; 0              ; 92     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_xbrk                                                                   ; 54    ; 5              ; 51           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_break                                                                  ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci|the_qsys_system_nios2_1_cpu_nios2_oci_debug                                                                  ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_nios2_oci                                                                                                              ; 156   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|qsys_system_nios2_1_cpu_register_bank_b|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|qsys_system_nios2_1_cpu_register_bank_b                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|qsys_system_nios2_1_cpu_register_bank_a|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|qsys_system_nios2_1_cpu_register_bank_a                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu|the_qsys_system_nios2_1_cpu_test_bench                                                                                                             ; 288   ; 3              ; 254          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1|cpu                                                                                                                                                    ; 149   ; 1              ; 29           ; 1              ; 111    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_1                                                                                                                                                        ; 149   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
