+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                               ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; nios2_gen2_11|cpu|the_adaptor2x2_nios2_gen2_11_cpu_test_bench                                                                                                                       ; 276   ; 3              ; 242          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_11|cpu                                                                                                                                                                   ; 149   ; 1              ; 30           ; 1              ; 103    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_11                                                                                                                                                                       ; 149   ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_debug_slave_wrapper|the_adaptor2x2_nios2_gen2_10_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_debug_slave_wrapper|the_adaptor2x2_nios2_gen2_10_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_debug_slave_wrapper                                                                   ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_ocimem|adaptor2x2_nios2_gen2_10_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_ocimem|adaptor2x2_nios2_gen2_10_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_ocimem                                                                          ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_avalon_reg                                                                      ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_im                                                                          ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_pib                                                                         ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_fifo                                                                        ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_dtrace|adaptor2x2_nios2_gen2_10_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_dtrace                                                                      ; 99    ; 0              ; 88           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_itrace                                                                      ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_dbrk                                                                        ; 84    ; 0              ; 0            ; 0              ; 88     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_xbrk                                                                        ; 50    ; 5              ; 47           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_break                                                                       ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci_debug                                                                       ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_nios2_oci                                                                                                                        ; 148   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|adaptor2x2_nios2_gen2_10_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|adaptor2x2_nios2_gen2_10_cpu_register_bank_b                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|adaptor2x2_nios2_gen2_10_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|adaptor2x2_nios2_gen2_10_cpu_register_bank_a                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu|the_adaptor2x2_nios2_gen2_10_cpu_test_bench                                                                                                                       ; 276   ; 3              ; 242          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10|cpu                                                                                                                                                                   ; 149   ; 1              ; 30           ; 1              ; 103    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_10                                                                                                                                                                       ; 149   ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_debug_slave_wrapper|the_adaptor2x2_nios2_gen2_01_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_debug_slave_wrapper|the_adaptor2x2_nios2_gen2_01_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_debug_slave_wrapper                                                                   ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_ocimem|adaptor2x2_nios2_gen2_01_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_ocimem|adaptor2x2_nios2_gen2_01_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_ocimem                                                                          ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_avalon_reg                                                                      ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_im                                                                          ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_pib                                                                         ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_fifo                                                                        ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_dtrace|adaptor2x2_nios2_gen2_01_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_dtrace                                                                      ; 99    ; 0              ; 88           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_itrace                                                                      ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_dbrk                                                                        ; 84    ; 0              ; 0            ; 0              ; 88     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_xbrk                                                                        ; 50    ; 5              ; 47           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_break                                                                       ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci_debug                                                                       ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_nios2_oci                                                                                                                        ; 148   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|adaptor2x2_nios2_gen2_01_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|adaptor2x2_nios2_gen2_01_cpu_register_bank_b                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|adaptor2x2_nios2_gen2_01_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|adaptor2x2_nios2_gen2_01_cpu_register_bank_a                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu|the_adaptor2x2_nios2_gen2_01_cpu_test_bench                                                                                                                       ; 276   ; 3              ; 242          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01|cpu                                                                                                                                                                   ; 149   ; 1              ; 30           ; 1              ; 103    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_01                                                                                                                                                                       ; 149   ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_debug_slave_wrapper|the_adaptor2x2_nios2_gen2_00_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_debug_slave_wrapper|the_adaptor2x2_nios2_gen2_00_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_debug_slave_wrapper                                                                   ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_ocimem|adaptor2x2_nios2_gen2_00_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_ocimem|adaptor2x2_nios2_gen2_00_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_ocimem                                                                          ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_avalon_reg                                                                      ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_im                                                                          ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_pib                                                                         ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_fifo|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_fifo                                                                        ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_dtrace|adaptor2x2_nios2_gen2_00_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_dtrace                                                                      ; 99    ; 0              ; 88           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_itrace                                                                      ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_dbrk                                                                        ; 84    ; 0              ; 0            ; 0              ; 88     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_xbrk                                                                        ; 50    ; 5              ; 47           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_break                                                                       ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci_debug                                                                       ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_nios2_oci                                                                                                                        ; 148   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|adaptor2x2_nios2_gen2_00_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|adaptor2x2_nios2_gen2_00_cpu_register_bank_b                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|adaptor2x2_nios2_gen2_00_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|adaptor2x2_nios2_gen2_00_cpu_register_bank_a                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu|the_adaptor2x2_nios2_gen2_00_cpu_test_bench                                                                                                                       ; 276   ; 3              ; 242          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00|cpu                                                                                                                                                                   ; 149   ; 1              ; 30           ; 1              ; 103    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; nios2_gen2_00                                                                                                                                                                       ; 149   ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_11|the_adaptor2x2_jtag_uart_00_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                                ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_11|the_adaptor2x2_jtag_uart_00_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                          ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_11|the_adaptor2x2_jtag_uart_00_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                               ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
